ID_Transaccion,ID_Usuario,ID_Producto,Precio_Base_USD,Pct_Descto_Ludificacion,Cupon_USD,Precio_Final_USD
TRX003892,U00593,P0054,19.28,0.1,0,17.35
TRX003893,U01374,P0232,85.03,0.2,0,68.02
TRX003894,U00368,P0011,39.21,0.0,0,39.21
TRX003895,U00157,P0180,30.63,0.2,10,14.5
TRX003896,U01038,P0036,71.75,0.0,0,71.75
TRX003897,U00209,P0160,14.64,0.2,5,6.71
TRX003898,U01125,P0019,68.26,0.9,0,6.83
TRX003899,U00495,P0267,14.89,0.5,0,7.45
TRX003900,U01218,P0017,7.49,0.2,0,5.99
TRX003901,U01358,P0004,19.27,0.1,5,12.34
TRX003902,U00433,P0028,17.12,0.0,0,17.12
TRX003903,U00424,P0255,23.28,0.7,0,6.98
TRX003904,U00534,P0238,50.39,0.1,0,45.35
TRX003905,U00108,P0177,74.65,0.2,10,49.72
TRX003906,U00607,P0075,14.88,0.2,5,6.9
TRX003907,U00523,P0006,18.07,0.2,0,14.46
TRX003908,U00890,P0188,78.98,0.2,5,58.18
TRX003909,U00877,P0021,30.05,0.5,5,10.03
TRX003910,U01102,P0164,46.62,0.7,0,13.99
TRX003911,U00660,P0091,8.02,0.2,0,6.42
TRX003912,U00893,P0104,35.73,0.2,0,28.58
TRX003913,U00161,P0086,24.88,0.1,5,17.39
TRX003914,U00366,P0038,16.45,0.1,5,9.8
TRX003915,U00591,P0289,5.69,0.1,0,5.12
TRX003916,U00441,P0019,16.63,0.2,0,13.3
TRX003917,U00130,P0251,43.63,0.5,0,21.82
TRX003918,U00524,P0241,14.7,0.1,0,13.23
TRX003919,U00080,P0110,24.55,0.7,5,2.37
TRX003920,U01222,P0263,7.34,0.1,0,6.61
TRX003921,U00839,P0119,11.33,0.9,0,1.13
TRX003922,U00547,P0165,34.35,0.1,5,25.92
TRX003923,U01391,P0064,8.41,0.1,0,7.57
TRX003924,U00692,P0182,33.24,0.5,0,16.62
TRX003925,U00178,P0018,61.37,0.2,5,44.1
TRX003926,U00282,P0233,61.22,0.9,10,0.99
TRX003927,U00441,P0169,17.25,0.2,0,13.8
TRX003928,U01229,P0192,9.82,0.0,5,4.82
TRX003929,U01368,P0269,317.08,0.9,0,31.71
TRX003930,U00797,P0061,13.11,0.1,10,1.8
TRX003931,U00690,P0058,5.0,0.2,0,4.0
TRX003932,U00970,P0018,6.87,0.1,5,1.18
TRX003933,U01105,P0138,21.77,0.1,0,19.59
TRX003934,U00946,P0106,9.95,0.5,10,0.99
TRX003935,U00899,P0254,25.09,0.1,0,22.58
TRX003936,U01123,P0197,8.33,0.2,5,1.66
TRX003937,U00537,P0291,17.82,0.5,0,8.91
TRX003938,U01130,P0023,28.29,0.2,0,22.63
TRX003939,U00650,P0064,24.59,0.1,0,22.13
TRX003940,U00982,P0140,19.13,0.5,10,0.99
TRX003941,U00352,P0211,17.43,0.2,5,8.94
TRX003942,U00027,P0149,9.74,0.1,0,8.77
TRX003943,U01170,P0205,9.83,0.2,0,7.86
TRX003944,U00339,P0079,19.89,0.1,10,7.9
TRX003945,U01240,P0250,22.23,0.5,0,11.12
TRX003946,U01406,P0163,21.8,0.2,0,17.44
TRX003947,U00418,P0123,8.11,0.2,0,6.49
TRX003948,U00754,P0102,77.69,0.2,0,62.15
TRX003949,U00382,P0173,54.49,0.5,0,27.25
TRX003950,U00731,P0047,17.29,0.2,5,8.83
TRX003951,U00845,P0222,25.74,0.7,0,7.72
TRX003952,U00506,P0039,22.19,0.1,0,19.97
TRX003953,U00822,P0157,5.0,0.1,0,4.5
TRX003954,U00666,P0111,31.64,0.5,5,10.82
TRX003955,U01459,P0131,10.25,0.9,0,1.02
TRX003956,U00001,P0199,63.01,0.1,10,46.71
TRX003957,U00663,P0144,39.02,0.9,5,0.99
TRX003958,U00291,P0255,11.17,0.2,10,0.99
TRX003959,U00257,P0195,58.41,0.1,10,42.57
TRX003960,U00536,P0161,100.65,0.7,0,30.2
TRX003961,U00981,P0157,8.43,0.7,0,2.53
TRX003962,U00423,P0113,26.75,0.1,5,19.07
TRX003963,U00927,P0001,51.03,0.2,0,40.82
TRX003964,U01107,P0181,17.74,0.1,5,10.97
TRX003965,U01116,P0145,10.85,0.2,0,8.68
TRX003966,U01456,P0207,19.12,0.0,5,14.12
TRX003967,U01272,P0098,29.86,0.7,5,3.96
TRX003968,U00392,P0029,12.15,0.5,10,0.99
TRX003969,U00161,P0095,47.32,0.0,10,37.32
TRX003970,U01439,P0050,7.98,0.2,0,6.38
TRX003971,U00420,P0125,9.94,0.1,5,3.95
TRX003972,U00962,P0125,15.37,0.2,5,7.3
TRX003973,U00504,P0201,55.24,0.1,0,49.72
TRX003974,U00524,P0134,5.73,0.5,0,2.87
TRX003975,U01082,P0034,12.96,0.5,5,1.48
TRX003976,U00355,P0264,15.33,0.0,0,15.33
TRX003977,U00173,P0297,18.0,0.9,5,0.99
TRX003978,U00003,P0233,27.44,0.5,0,13.72
TRX003979,U00199,P0086,5.0,0.9,0,0.99
TRX003980,U00178,P0194,138.6,0.2,10,100.88
TRX003981,U00235,P0220,21.43,0.1,0,19.29
TRX003982,U00326,P0090,22.82,0.2,5,13.26
TRX003983,U01079,P0180,41.91,0.1,5,32.72
TRX003984,U00981,P0055,42.27,0.5,0,21.14
TRX003985,U00694,P0267,25.9,0.2,0,20.72
TRX003986,U00193,P0147,8.52,0.1,0,7.67
TRX003987,U01045,P0008,33.8,0.0,0,33.8
TRX003988,U00784,P0203,10.18,0.0,0,10.18
TRX003989,U00960,P0263,24.29,0.9,5,0.99
TRX003990,U00094,P0179,132.37,0.9,0,13.24
TRX003991,U01060,P0085,33.8,0.5,5,11.9
TRX003992,U00480,P0011,54.4,0.1,0,48.96
TRX003993,U01153,P0212,24.3,0.5,0,12.15
TRX003994,U00506,P0142,12.72,0.1,0,11.45
TRX003995,U00054,P0227,26.0,0.0,0,26.0
TRX003996,U00848,P0160,14.32,0.5,5,2.16
TRX003997,U01088,P0159,24.69,0.7,5,2.41
TRX003998,U00525,P0029,33.54,0.1,0,30.19
TRX003999,U00402,P0207,41.25,0.2,0,33.0
TRX004000,U01436,P0081,16.31,0.7,0,4.89
TRX004001,U00498,P0225,45.74,0.5,5,17.87
TRX004002,U00625,P0247,41.25,0.0,10,31.25
TRX004003,U00651,P0199,43.15,0.7,0,12.95
TRX004004,U00230,P0043,28.47,0.5,0,14.23
TRX004005,U00753,P0292,7.39,0.5,10,0.99
TRX004006,U00161,P0179,64.42,0.0,5,59.42
TRX004007,U01097,P0025,31.44,0.2,5,20.15
TRX004008,U00419,P0144,8.17,0.9,0,0.99
TRX004009,U01416,P0002,34.65,0.7,5,5.4
TRX004010,U00706,P0284,20.25,0.1,5,13.23
TRX004011,U00887,P0171,19.29,0.1,5,12.36
TRX004012,U00293,P0237,5.46,0.5,5,0.99
TRX004013,U01058,P0099,22.11,0.1,5,14.9
TRX004014,U01435,P0100,35.16,0.1,0,31.64
TRX004015,U01467,P0293,12.17,0.5,5,1.08
TRX004016,U01106,P0279,50.28,0.5,5,20.14
TRX004017,U00968,P0019,8.04,0.5,0,4.02
TRX004018,U01114,P0275,24.92,0.2,10,9.94
TRX004019,U00463,P0294,44.54,0.2,0,35.63
TRX004020,U00567,P0276,15.19,0.7,0,4.56
TRX004021,U00600,P0200,30.04,0.2,5,19.03
TRX004022,U00987,P0117,5.0,0.1,5,0.99
TRX004023,U00510,P0092,61.36,0.7,0,18.41
TRX004024,U00944,P0097,123.29,0.0,10,113.29
TRX004025,U01251,P0257,46.5,0.7,0,13.95
TRX004026,U00442,P0180,21.44,0.2,10,7.15
TRX004027,U00292,P0270,47.85,0.7,5,9.36
TRX004028,U00562,P0038,23.21,0.1,10,10.89
TRX004029,U01018,P0191,5.38,0.7,0,1.61
TRX004030,U01156,P0012,31.8,0.1,0,28.62
TRX004031,U01363,P0234,32.33,0.1,10,19.1
TRX004032,U00987,P0188,17.58,0.2,0,14.06
TRX004033,U00568,P0060,38.6,0.1,0,34.74
TRX004034,U00736,P0244,5.43,0.7,10,0.99
TRX004035,U00808,P0154,7.96,0.2,0,6.37
TRX004036,U00187,P0205,15.49,0.1,0,13.94
TRX004037,U00985,P0272,12.35,0.2,0,9.88
TRX004038,U00404,P0300,10.16,0.2,5,3.13
TRX004039,U01019,P0250,78.91,0.9,10,0.99
TRX004040,U01496,P0090,14.18,0.9,0,1.42
TRX004041,U00827,P0090,24.23,0.1,5,16.81
TRX004042,U00477,P0044,40.57,0.1,0,36.51
TRX004043,U01277,P0025,5.0,0.2,5,0.99
TRX004044,U00210,P0254,5.0,0.0,5,0.99
TRX004045,U00757,P0085,26.49,0.5,0,13.24
TRX004046,U01472,P0249,16.32,0.2,10,3.06
TRX004047,U00326,P0238,18.74,0.2,5,9.99
TRX004048,U00907,P0162,56.71,0.5,0,28.36
TRX004049,U00469,P0035,53.11,0.5,0,26.55
TRX004050,U00734,P0263,44.45,0.2,5,30.56
TRX004051,U00647,P0262,18.11,0.1,0,16.3
TRX004052,U01250,P0269,25.69,0.1,5,18.12
TRX004053,U01175,P0153,11.93,0.0,0,11.93
TRX004054,U00364,P0138,69.07,0.1,0,62.16
TRX004055,U01187,P0089,7.2,0.2,10,0.99
TRX004056,U00699,P0050,17.82,0.9,5,0.99
TRX004057,U00222,P0199,15.9,0.1,0,14.31
TRX004058,U00095,P0106,10.2,0.1,10,0.99
TRX004059,U00492,P0083,5.0,0.7,0,1.5
TRX004060,U00288,P0112,19.84,0.9,5,0.99
TRX004061,U00484,P0029,19.71,0.2,0,15.77
TRX004062,U01118,P0077,13.13,0.1,0,11.82
TRX004063,U01027,P0257,13.48,0.2,5,5.78
TRX004064,U00958,P0011,21.28,0.2,0,17.02
TRX004065,U00615,P0130,65.49,0.1,10,48.94
TRX004066,U00766,P0213,52.75,0.5,10,16.38
TRX004067,U00650,P0220,44.09,0.1,0,39.68
TRX004068,U00394,P0178,30.01,0.2,0,24.01
TRX004069,U00071,P0096,14.78,0.1,0,13.3
TRX004070,U01058,P0281,12.27,0.0,0,12.27
TRX004071,U00086,P0194,8.27,0.2,5,1.62
TRX004072,U00452,P0123,9.45,0.1,0,8.5
TRX004073,U01042,P0242,25.54,0.0,5,20.54
TRX004074,U00088,P0278,172.08,0.2,5,132.66
TRX004075,U00870,P0197,44.07,0.5,0,22.04
TRX004076,U01158,P0052,95.14,0.5,10,37.57
TRX004077,U01055,P0272,10.5,0.2,0,8.4
TRX004078,U00714,P0028,118.56,0.1,0,106.7
TRX004079,U00125,P0179,53.85,0.7,5,11.16
TRX004080,U00614,P0196,13.62,0.2,0,10.9
TRX004081,U00570,P0085,17.26,0.0,10,7.26
TRX004082,U00392,P0230,14.44,0.2,0,11.55
TRX004083,U00302,P0167,59.86,0.2,5,42.89
TRX004084,U00429,P0121,23.73,0.1,0,21.36
TRX004085,U00896,P0041,61.61,0.0,10,51.61
TRX004086,U01024,P0123,67.9,0.2,5,49.32
TRX004087,U00809,P0200,105.22,0.0,0,105.22
TRX004088,U00759,P0256,36.9,0.5,0,18.45
TRX004089,U00395,P0252,69.49,0.1,0,62.54
TRX004090,U00501,P0260,15.06,0.1,10,3.55
TRX004091,U00330,P0207,17.18,0.2,0,13.74
TRX004092,U00865,P0186,93.14,0.1,0,83.83
TRX004093,U00162,P0020,5.0,0.1,5,0.99
TRX004094,U00890,P0012,84.27,0.1,5,70.84
TRX004095,U00174,P0285,30.13,0.7,5,4.04
TRX004096,U00046,P0300,43.95,0.2,0,35.16
TRX004097,U01028,P0209,28.66,0.2,0,22.93
TRX004098,U01351,P0141,41.51,0.5,10,10.75
TRX004099,U00693,P0176,11.2,0.0,5,6.2
TRX004100,U00831,P0126,15.56,0.1,0,14.0
TRX004101,U00595,P0286,33.44,0.0,5,28.44
TRX004102,U01037,P0108,48.0,0.1,0,43.2
TRX004103,U00791,P0243,128.41,0.2,0,102.73
TRX004104,U00895,P0034,25.43,0.2,0,20.34
TRX004105,U00037,P0032,23.07,0.5,0,11.54
TRX004106,U00523,P0005,6.99,0.0,5,1.99
TRX004107,U01189,P0077,8.08,0.1,0,7.27
TRX004108,U00874,P0288,26.23,0.2,0,20.98
TRX004109,U01272,P0227,10.95,0.7,5,0.99
TRX004110,U01429,P0008,36.11,0.7,5,5.83
TRX004111,U00249,P0291,6.58,0.5,0,3.29
TRX004112,U01495,P0294,37.03,0.5,10,8.52
TRX004113,U01426,P0193,6.66,0.5,10,0.99
TRX004114,U01005,P0223,43.86,0.2,5,30.09
TRX004115,U01075,P0069,31.85,0.5,0,15.93
TRX004116,U00889,P0256,15.48,0.2,0,12.38
TRX004117,U00536,P0207,75.14,0.1,0,67.63
TRX004118,U01308,P0171,18.93,0.2,0,15.14
TRX004119,U01463,P0081,5.74,0.1,5,0.99
TRX004120,U01021,P0017,44.78,0.2,5,30.82
TRX004121,U00386,P0043,13.89,0.5,0,6.95
TRX004122,U01109,P0204,14.03,0.2,0,11.22
TRX004123,U00491,P0132,25.27,0.5,5,7.63
TRX004124,U00933,P0092,17.92,0.1,5,11.13
TRX004125,U00293,P0052,6.77,0.2,0,5.42
TRX004126,U00549,P0171,15.82,0.5,5,2.91
TRX004127,U00307,P0089,27.97,0.2,5,17.38
TRX004128,U00971,P0122,32.46,0.1,10,19.21
TRX004129,U00746,P0154,10.18,0.1,0,9.16
TRX004130,U01270,P0045,14.94,0.1,0,13.45
TRX004131,U01043,P0205,17.58,0.7,0,5.27
TRX004132,U00847,P0188,73.95,0.1,0,66.56
TRX004133,U00995,P0260,7.02,0.1,0,6.32
TRX004134,U01196,P0034,96.82,0.2,0,77.46
TRX004135,U00156,P0267,14.42,0.1,0,12.98
TRX004136,U00297,P0234,13.93,0.0,0,13.93
TRX004137,U00483,P0265,18.42,0.0,5,13.42
TRX004138,U00785,P0109,16.19,0.1,5,9.57
TRX004139,U00275,P0283,8.71,0.5,0,4.36
TRX004140,U00287,P0262,8.75,0.5,10,0.99
TRX004141,U01050,P0109,169.7,0.2,0,135.76
TRX004142,U00017,P0252,34.21,0.2,0,27.37
TRX004143,U01158,P0063,20.16,0.1,10,8.14
TRX004144,U01472,P0160,29.61,0.9,5,0.99
TRX004145,U01177,P0130,62.21,0.2,0,49.77
TRX004146,U00595,P0147,14.76,0.1,0,13.28
TRX004147,U01316,P0146,9.35,0.9,5,0.99
TRX004148,U00283,P0130,24.93,0.1,0,22.44
TRX004149,U00325,P0175,19.97,0.9,10,0.99
TRX004150,U00529,P0239,14.02,0.1,0,12.62
TRX004151,U01368,P0018,11.78,0.5,0,5.89
TRX004152,U00569,P0192,30.54,0.1,10,17.49
TRX004153,U00989,P0163,34.9,0.1,5,26.41
TRX004154,U00710,P0001,6.12,0.1,0,5.51
TRX004155,U00531,P0147,8.43,0.1,0,7.59
TRX004156,U00012,P0166,27.57,0.5,5,8.79
TRX004157,U01314,P0258,38.53,0.2,0,30.82
TRX004158,U00296,P0101,16.39,0.2,5,8.11
TRX004159,U01204,P0298,40.22,0.0,5,35.22
TRX004160,U00950,P0293,51.62,0.9,5,0.99
TRX004161,U00434,P0087,16.59,0.1,0,14.93
TRX004162,U00478,P0247,12.24,0.5,0,6.12
TRX004163,U00781,P0007,5.0,0.2,5,0.99
TRX004164,U00173,P0096,55.64,0.1,10,40.08
TRX004165,U01413,P0149,5.0,0.1,0,4.5
TRX004166,U00509,P0242,18.51,0.1,0,16.66
TRX004167,U01037,P0143,11.76,0.5,5,0.99
TRX004168,U00153,P0172,12.05,0.1,10,0.99
TRX004169,U01379,P0166,22.38,0.2,0,17.9
TRX004170,U01320,P0025,20.19,0.1,0,18.17
TRX004171,U00368,P0104,16.47,0.5,0,8.23
TRX004172,U00508,P0057,15.43,0.9,5,0.99
TRX004173,U00299,P0060,74.13,0.2,5,54.3
TRX004174,U00667,P0298,10.0,0.1,0,9.0
TRX004175,U00181,P0112,30.5,0.0,5,25.5
TRX004176,U00010,P0210,7.51,0.1,0,6.76
TRX004177,U00165,P0264,8.08,0.1,5,2.27
TRX004178,U00710,P0146,11.14,0.7,0,3.34
TRX004179,U01234,P0132,7.02,0.0,10,0.99
TRX004180,U00853,P0167,52.75,0.2,5,37.2
TRX004181,U00176,P0204,5.0,0.1,5,0.99
TRX004182,U00711,P0002,24.34,0.1,10,11.91
TRX004183,U00770,P0230,44.95,0.2,0,35.96
TRX004184,U01107,P0196,23.57,0.1,5,16.21
TRX004185,U00175,P0269,7.3,0.2,5,0.99
TRX004186,U00303,P0211,56.32,0.2,5,40.06
TRX004187,U01444,P0123,23.28,0.2,5,13.62
TRX004188,U00264,P0128,23.6,0.9,0,2.36
TRX004189,U00339,P0226,14.09,0.1,0,12.68
TRX004190,U00960,P0223,26.93,0.5,5,8.46
TRX004191,U01246,P0228,33.55,0.0,0,33.55
TRX004192,U00180,P0201,9.85,0.0,5,4.85
TRX004193,U00058,P0011,7.86,0.1,10,0.99
TRX004194,U00716,P0127,63.84,0.2,10,41.07
TRX004195,U00937,P0207,10.73,0.1,0,9.66
TRX004196,U00985,P0253,13.48,0.0,10,3.48
TRX004197,U00969,P0225,8.91,0.1,5,3.02
TRX004198,U00942,P0062,31.61,0.5,0,15.8
TRX004199,U00003,P0044,6.73,0.2,10,0.99
TRX004200,U00202,P0098,25.96,0.1,5,18.36
TRX004201,U00438,P0104,7.82,0.2,10,0.99
TRX004202,U00965,P0159,79.56,0.0,0,79.56
TRX004203,U00159,P0175,7.27,0.1,10,0.99
TRX004204,U01406,P0055,11.32,0.5,0,5.66
TRX004205,U00519,P0187,47.25,0.0,0,47.25
TRX004206,U00889,P0283,8.83,0.5,5,0.99
TRX004207,U00689,P0251,17.85,0.2,10,4.28
TRX004208,U00595,P0008,25.05,0.7,0,7.52
TRX004209,U01290,P0188,70.78,0.5,10,25.39
TRX004210,U00252,P0070,31.04,0.0,0,31.04
TRX004211,U00698,P0195,8.23,0.2,10,0.99
TRX004212,U00265,P0119,19.91,0.9,0,1.99
TRX004213,U01421,P0183,70.97,0.2,0,56.78
TRX004214,U00906,P0005,17.36,0.5,10,0.99
TRX004215,U00258,P0025,8.66,0.5,5,0.99
TRX004216,U00083,P0040,20.31,0.0,10,10.31
TRX004217,U00381,P0024,15.27,0.1,0,13.74
TRX004218,U00432,P0242,14.38,0.2,0,11.5
TRX004219,U01230,P0005,40.73,0.1,0,36.66
TRX004220,U00731,P0237,12.11,0.2,0,9.69
TRX004221,U00525,P0217,20.64,0.7,5,1.19
TRX004222,U00157,P0208,11.4,0.0,5,6.4
TRX004223,U00335,P0110,13.56,0.1,5,7.2
TRX004224,U01076,P0182,80.55,0.5,0,40.27
TRX004225,U00363,P0061,10.87,0.2,5,3.7
TRX004226,U00553,P0120,51.49,0.7,0,15.45
TRX004227,U01232,P0181,14.34,0.7,5,0.99
TRX004228,U00354,P0006,9.22,0.5,5,0.99
TRX004229,U01151,P0014,21.35,0.5,0,10.68
TRX004230,U01154,P0060,23.53,0.5,0,11.77
TRX004231,U01045,P0108,52.1,0.0,0,52.1
TRX004232,U00802,P0261,59.01,0.1,0,53.11
TRX004233,U00330,P0037,5.0,0.5,10,0.99
TRX004234,U00625,P0138,27.1,0.7,0,8.13
TRX004235,U00417,P0018,35.22,0.5,0,17.61
TRX004236,U00287,P0038,36.2,0.7,10,0.99
TRX004237,U00110,P0184,30.78,0.2,5,19.62
TRX004238,U01459,P0021,23.43,0.1,10,11.09
TRX004239,U00094,P0207,29.05,0.2,5,18.24
TRX004240,U01226,P0247,8.66,0.2,0,6.93
TRX004241,U01211,P0010,19.04,0.1,0,17.14
TRX004242,U00885,P0133,23.38,0.1,5,16.04
TRX004243,U00047,P0108,13.03,0.1,0,11.73
TRX004244,U00370,P0010,5.0,0.7,0,1.5
TRX004245,U00721,P0163,44.35,0.7,0,13.31
TRX004246,U00948,P0082,24.05,0.1,5,16.64
TRX004247,U00795,P0259,17.8,0.0,5,12.8
TRX004248,U00639,P0101,10.89,0.0,0,10.89
TRX004249,U00886,P0120,18.41,0.2,0,14.73
TRX004250,U00109,P0094,5.0,0.2,0,4.0
TRX004251,U00971,P0288,14.4,0.7,5,0.99
TRX004252,U00350,P0152,31.07,0.2,0,24.86
TRX004253,U00534,P0004,10.22,0.7,5,0.99
TRX004254,U01250,P0083,5.81,0.1,0,5.23
TRX004255,U01136,P0269,19.56,0.2,10,5.65
TRX004256,U00965,P0052,22.67,0.1,10,10.4
TRX004257,U00284,P0240,242.78,0.2,10,184.22
TRX004258,U00769,P0226,31.02,0.2,10,14.82
TRX004259,U00194,P0208,26.07,0.5,10,3.04
TRX004260,U01005,P0281,100.79,0.1,0,90.71
TRX004261,U00168,P0014,50.35,0.7,5,10.11
TRX004262,U00110,P0044,30.7,0.0,0,30.7
TRX004263,U00642,P0244,14.48,0.2,10,1.58
TRX004264,U00660,P0276,48.13,0.1,10,33.32
TRX004265,U00945,P0265,12.55,0.1,0,11.3
TRX004266,U00125,P0089,40.27,0.1,10,26.24
TRX004267,U00004,P0248,21.71,0.2,0,17.37
TRX004268,U01042,P0211,5.95,0.7,0,1.79
TRX004269,U00096,P0282,44.41,0.0,0,44.41
TRX004270,U00284,P0286,10.05,0.1,0,9.05
TRX004271,U01266,P0152,71.22,0.7,10,11.37
TRX004272,U01005,P0086,13.92,0.2,5,6.14
TRX004273,U00024,P0009,62.42,0.2,5,44.94
TRX004274,U00644,P0161,7.48,0.1,5,1.73
TRX004275,U01277,P0011,34.86,0.5,10,7.43
TRX004276,U00531,P0071,12.87,0.1,10,1.58
TRX004277,U00521,P0279,7.94,0.2,5,1.35
TRX004278,U00871,P0203,57.06,0.1,5,46.35
TRX004279,U00301,P0057,20.83,0.7,5,1.25
TRX004280,U00528,P0229,15.51,0.1,0,13.96
TRX004281,U00540,P0131,25.84,0.1,5,18.26
TRX004282,U01327,P0027,34.29,0.2,5,22.43
TRX004283,U00820,P0003,39.57,0.1,5,30.61
TRX004284,U01040,P0183,23.48,0.2,0,18.78
TRX004285,U00464,P0120,15.17,0.1,5,8.65
TRX004286,U01383,P0029,18.05,0.1,5,11.25
TRX004287,U00949,P0269,52.6,0.7,0,15.78
TRX004288,U00325,P0082,29.32,0.1,0,26.39
TRX004289,U00310,P0028,79.32,0.2,10,53.46
TRX004290,U00942,P0151,31.71,0.2,0,25.37
TRX004291,U01453,P0252,65.39,0.2,0,52.31
TRX004292,U00449,P0001,21.1,0.9,0,2.11
TRX004293,U00656,P0161,20.87,0.5,5,5.44
TRX004294,U00390,P0190,33.68,0.1,0,30.31
TRX004295,U01423,P0015,23.96,0.7,5,2.19
TRX004296,U00468,P0071,40.32,0.2,5,27.26
TRX004297,U01435,P0295,31.41,0.7,0,9.42
TRX004298,U00403,P0021,22.14,0.5,5,6.07
TRX004299,U00081,P0240,9.64,0.7,5,0.99
TRX004300,U00087,P0055,37.86,0.1,5,29.07
TRX004301,U00210,P0259,19.71,0.1,5,12.74
TRX004302,U00993,P0191,17.89,0.1,5,11.1
TRX004303,U00495,P0036,45.78,0.1,0,41.2
TRX004304,U00749,P0299,58.31,0.2,0,46.65
TRX004305,U00387,P0155,111.37,0.1,10,90.23
TRX004306,U00532,P0274,8.95,0.9,5,0.99
TRX004307,U00325,P0065,5.77,0.2,0,4.62
TRX004308,U00175,P0007,66.36,0.0,0,66.36
TRX004309,U00837,P0105,11.02,0.2,0,8.82
TRX004310,U01279,P0102,32.83,0.1,5,24.55
TRX004311,U01352,P0180,18.24,0.1,0,16.42
TRX004312,U00579,P0225,37.1,0.5,5,13.55
TRX004313,U01143,P0199,5.45,0.5,0,2.73
TRX004314,U00392,P0232,9.92,0.1,10,0.99
TRX004315,U00061,P0279,5.0,0.2,0,4.0
TRX004316,U00832,P0112,154.91,0.1,10,129.42
TRX004317,U00351,P0088,14.31,0.5,5,2.16
TRX004318,U00596,P0118,29.56,0.2,0,23.65
TRX004319,U00344,P0182,27.7,0.0,0,27.7
TRX004320,U00315,P0150,17.88,0.2,5,9.3
TRX004321,U00395,P0050,6.85,0.1,5,1.17
TRX004322,U01087,P0058,10.59,0.1,5,4.53
TRX004323,U01140,P0149,22.56,0.1,5,15.3
TRX004324,U00187,P0292,18.77,0.1,0,16.89
TRX004325,U01422,P0130,94.53,0.0,0,94.53
TRX004326,U00286,P0174,13.75,0.2,5,6.0
TRX004327,U01356,P0081,29.54,0.2,0,23.63
TRX004328,U00507,P0007,7.9,0.2,0,6.32
TRX004329,U01268,P0193,8.5,0.1,0,7.65
TRX004330,U00371,P0208,27.03,0.5,5,8.52
TRX004331,U00428,P0239,18.34,0.9,0,1.83
TRX004332,U00622,P0129,23.05,0.0,5,18.05
TRX004333,U01071,P0144,15.1,0.2,5,7.08
TRX004334,U00277,P0120,14.04,0.9,10,0.99
TRX004335,U00388,P0213,5.38,0.5,0,2.69
TRX004336,U00469,P0173,22.9,0.2,0,18.32
TRX004337,U00069,P0278,15.04,0.1,10,3.54
TRX004338,U00368,P0216,10.94,0.1,5,4.85
TRX004339,U00969,P0245,128.97,0.5,0,64.48
TRX004340,U00586,P0156,19.64,0.5,0,9.82
TRX004341,U00652,P0237,16.45,0.2,0,13.16
TRX004342,U00640,P0277,17.3,0.5,10,0.99
TRX004343,U00632,P0043,27.19,0.5,0,13.6
TRX004344,U00332,P0200,20.99,0.2,5,11.79
TRX004345,U00055,P0024,11.33,0.1,0,10.2
TRX004346,U01300,P0159,9.45,0.2,0,7.56
TRX004347,U01487,P0116,21.12,0.2,5,11.9
TRX004348,U00017,P0202,9.29,0.2,0,7.43
TRX004349,U00044,P0078,56.69,0.0,0,56.69
TRX004350,U01041,P0262,8.96,0.5,5,0.99
TRX004351,U01013,P0249,22.87,0.1,5,15.58
TRX004352,U01176,P0060,16.58,0.1,0,14.92
TRX004353,U00150,P0238,47.97,0.7,0,14.39
TRX004354,U01371,P0025,55.13,0.5,0,27.57
TRX004355,U00812,P0011,10.49,0.2,0,8.39
TRX004356,U00195,P0068,48.69,0.9,0,4.87
TRX004357,U01004,P0147,23.98,0.5,5,6.99
TRX004358,U01423,P0197,34.76,0.2,5,22.81
TRX004359,U01327,P0067,9.46,0.1,5,3.51
TRX004360,U00751,P0183,6.79,0.2,10,0.99
TRX004361,U00538,P0179,28.76,0.7,5,3.63
TRX004362,U00119,P0173,17.89,0.5,5,3.95
TRX004363,U00642,P0076,20.89,0.1,5,13.8
TRX004364,U01301,P0220,19.44,0.0,0,19.44
TRX004365,U00587,P0209,6.96,0.1,0,6.26
TRX004366,U01450,P0222,17.01,0.7,5,0.99
TRX004367,U00581,P0049,17.35,0.9,0,1.73
TRX004368,U01175,P0017,15.44,0.2,0,12.35
TRX004369,U01075,P0097,58.56,0.2,10,36.85
TRX004370,U00990,P0012,45.23,0.0,5,40.23
TRX004371,U00349,P0186,11.54,0.2,5,4.23
TRX004372,U00262,P0173,16.99,0.0,10,6.99
TRX004373,U00475,P0002,93.07,0.2,0,74.46
TRX004374,U00605,P0044,8.5,0.2,5,1.8
TRX004375,U01418,P0011,18.1,0.1,0,16.29
TRX004376,U00521,P0022,17.58,0.2,10,4.06
TRX004377,U01032,P0150,13.49,0.1,5,7.14
TRX004378,U00958,P0172,31.09,0.1,0,27.98
TRX004379,U00178,P0108,31.74,0.5,10,5.87
TRX004380,U00870,P0198,15.23,0.0,10,5.23
TRX004381,U00156,P0148,21.54,0.7,0,6.46
TRX004382,U00104,P0149,25.88,0.2,5,15.7
TRX004383,U01310,P0180,29.05,0.1,0,26.14
TRX004384,U00656,P0275,17.72,0.1,0,15.95
TRX004385,U00708,P0284,12.07,0.0,0,12.07
TRX004386,U01371,P0160,5.0,0.2,0,4.0
TRX004387,U01279,P0011,16.96,0.1,0,15.26
TRX004388,U01219,P0280,15.78,0.1,5,9.2
