ID_Transaccion,Fecha_Compra,Dias_Transito_Internacional,Costo_Envio_Subsidiado_USD,Dias_Ultima_Milla_Peru
TRX002150,2024-09-10,13,0,1
TRX002151,2024-06-03,11,0,1
TRX002152,2024-08-08,12,0,1
TRX002153,2024-07-08,8,0,4
TRX002154,2024-05-09,5,0,3
TRX002155,2024-06-22,8,2.99,4
TRX002156,2024-06-12,14,4.99,2
TRX002157,2024-05-16,13,0,3
TRX002158,2024-07-23,14,0,3
TRX002159,2024-05-15,7,0,2
TRX002160,2024-08-23,12,0,4
TRX002161,2024-10-22,11,0,2
TRX002162,2024-09-09,14,0,1
TRX002163,2024-08-16,17,0,3
TRX002164,2024-06-01,7,2.99,1
TRX002165,2024-07-15,12,0,1
TRX002166,2024-07-13,9,0,3
TRX002167,2024-06-23,14,0,2
TRX002168,2024-07-16,6,0,3
TRX002169,2024-06-25,9,0,2
TRX002170,2024-05-16,10,2.99,1
TRX002171,2024-05-28,9,0,2
TRX002172,2024-09-28,13,2.99,6
TRX002173,2024-06-09,8,0,6
TRX002174,2024-08-03,16,0,2
TRX002175,2024-07-30,14,2.99,1
TRX002176,2024-10-17,12,4.99,4
TRX002177,2024-07-17,13,0,5
TRX002178,2024-07-24,10,0,1
TRX002179,2024-10-05,15,0,2
TRX002180,2024-09-07,7,0,2
TRX002181,2024-06-14,13,0,4
TRX002182,2024-08-19,12,0,4
TRX002183,2024-05-17,9,0,1
TRX002184,2024-08-24,9,2.99,3
TRX002185,2024-08-12,15,0,1
TRX002186,2024-06-19,12,0,1
TRX002187,2024-10-25,13,2.99,1
TRX002188,2024-07-18,14,2.99,2
TRX002189,2024-06-06,9,2.99,3
TRX002190,2024-09-28,9,4.99,4
TRX002191,2024-10-18,13,2.99,3
TRX002192,2024-06-27,9,0,3
TRX002193,2024-09-11,14,0,4
TRX002194,2024-07-23,10,0,1
TRX002195,2024-05-18,14,0,3
TRX002196,2024-08-15,13,0,2
TRX002197,2024-07-14,14,0,5
TRX002198,2024-07-03,10,0,4
TRX002199,2024-07-21,9,0,4
TRX002200,2024-09-06,14,0,1
TRX002201,2024-06-23,7,0,3
TRX002202,2024-10-02,14,0,3
TRX002203,2024-05-05,15,0,2
TRX002204,2024-06-19,18,0,3
TRX002205,2024-06-05,12,0,4
TRX002206,2024-06-09,14,0,3
TRX002207,2024-06-26,13,0,3
TRX002208,2024-07-26,13,0,4
TRX002209,2024-05-02,10,0,4
TRX002210,2024-07-21,10,0,3
TRX002211,2024-08-02,9,2.99,3
TRX002212,2024-09-27,9,2.99,1
TRX002213,2024-06-28,11,0,4
TRX002214,2024-06-06,11,2.99,1
TRX002215,2024-06-26,11,0,3
TRX002216,2024-08-03,11,0,2
TRX002217,2024-10-11,9,0,2
TRX002218,2024-10-28,10,0,1
TRX002219,2024-08-04,10,0,2
TRX002220,2024-10-24,12,0,1
TRX002221,2024-10-03,5,0,3
TRX002222,2024-10-02,11,0,1
TRX002223,2024-08-28,11,2.99,4
TRX002224,2024-05-04,5,0,3
TRX002225,2024-10-09,9,2.99,1
TRX002226,2024-10-03,15,0,1
TRX002227,2024-05-13,11,0,3
TRX002228,2024-10-19,10,0,1
TRX002229,2024-06-03,15,0,3
TRX002230,2024-06-21,6,0,1
TRX002231,2024-06-22,14,2.99,2
TRX002232,2024-07-30,15,0,3
TRX002233,2024-06-03,13,0,2
TRX002234,2024-10-05,16,2.99,2
TRX002235,2024-06-01,14,0,3
TRX002236,2024-09-25,14,0,4
TRX002237,2024-05-20,14,0,3
TRX002238,2024-08-31,10,2.99,3
TRX002239,2024-08-31,10,0,2
TRX002240,2024-06-12,12,0,2
TRX002241,2024-07-10,17,0,1
TRX002242,2024-09-04,11,0,1
TRX002243,2024-07-03,10,0,1
TRX002244,2024-05-13,9,0,1
TRX002245,2024-09-25,11,2.99,4
TRX002246,2024-09-24,12,2.99,1
TRX002247,2024-09-02,13,0,3
TRX002248,2024-05-28,15,0,1
TRX002249,2024-07-02,13,0,1
TRX002250,2024-06-18,11,0,4
TRX002251,2024-07-12,13,2.99,2
TRX002252,2024-10-26,14,0,4
TRX002253,2024-10-07,10,0,5
TRX002254,2024-09-24,5,0,2
TRX002255,2024-05-22,13,0,2
TRX002256,2024-05-11,14,0,2
TRX002257,2024-05-04,16,2.99,3
TRX002258,2024-09-19,15,0,4
TRX002259,2024-09-29,10,0,3
TRX002260,2024-10-03,11,0,3
TRX002261,2024-06-18,10,0,1
TRX002262,2024-08-24,11,0,3
TRX002263,2024-08-12,15,0,2
TRX002264,2024-10-19,10,0,4
TRX002265,2024-05-30,16,0,2
TRX002266,2024-09-14,12,0,1
TRX002267,2024-07-04,10,0,1
TRX002268,2024-07-04,14,0,4
TRX002269,2024-10-14,12,0,6
TRX002270,2024-07-17,15,2.99,3
TRX002271,2024-10-24,13,0,4
TRX002272,2024-10-01,11,2.99,1
TRX002273,2024-10-18,15,0,5
TRX002274,2024-06-17,12,2.99,5
TRX002275,2024-10-14,11,2.99,2
TRX002276,2024-08-25,12,0,1
TRX002277,2024-10-14,7,0,3
TRX002278,2024-05-01,9,0,3
TRX002279,2024-07-28,8,0,1
TRX002280,2024-09-26,9,2.99,4
TRX002281,2024-06-18,14,0,2
TRX002282,2024-05-29,16,2.99,1
TRX002283,2024-08-18,15,0,3
TRX002284,2024-06-06,13,0,3
TRX002285,2024-09-17,8,0,4
TRX002286,2024-07-21,17,0,1
TRX002287,2024-05-19,14,4.99,4
TRX002288,2024-07-01,15,0,3
TRX002289,2024-05-05,12,0,3
TRX002290,2024-09-06,12,0,3
TRX002291,2024-08-29,11,0,1
TRX002292,2024-05-03,12,0,3
TRX002293,2024-05-12,16,0,2
TRX002294,2024-06-21,13,0,3
TRX002295,2024-06-02,7,0,2
TRX002296,2024-05-20,10,0,1
TRX002297,2024-08-21,8,0,5
TRX002298,2024-09-24,12,0,4
TRX002299,2024-07-27,14,0,2
TRX002300,2024-10-23,19,0,3
TRX002301,2024-07-21,16,2.99,1
TRX002302,2024-07-11,13,0,1
TRX002303,2024-08-16,12,4.99,3
TRX002304,2024-06-17,17,0,4
TRX002305,2024-09-10,19,0,2
TRX002306,2024-05-09,11,0,1
TRX002307,2024-07-15,12,0,1
TRX002308,2024-10-25,15,0,2
TRX002309,2024-09-05,14,0,4
TRX002310,2024-05-04,12,0,3
TRX002311,2024-08-05,16,0,1
TRX002312,2024-05-16,12,0,1
TRX002313,2024-09-29,8,2.99,1
TRX002314,2024-10-22,12,0,3
TRX002315,2024-08-04,13,0,5
TRX002316,2024-08-26,11,0,5
TRX002317,2024-08-06,11,0,3
TRX002318,2024-05-30,6,0,1
TRX002319,2024-05-09,14,0,2
TRX002320,2024-07-02,11,0,1
TRX002321,2024-10-19,15,0,3
TRX002322,2024-07-24,10,0,4
TRX002323,2024-07-09,15,2.99,4
TRX002324,2024-08-03,7,0,1
TRX002325,2024-07-20,11,0,4
TRX002326,2024-07-15,14,0,2
TRX002327,2024-09-28,17,0,3
TRX002328,2024-06-04,9,0,4
TRX002329,2024-09-21,8,0,1
TRX002330,2024-07-05,13,0,3
TRX002331,2024-10-05,11,0,4
TRX002332,2024-06-04,7,0,5
TRX002333,2024-10-14,7,4.99,4
TRX002334,2024-07-08,15,0,2
TRX002335,2024-07-07,8,0,1
TRX002336,2024-05-30,14,0,5
TRX002337,2024-10-22,12,0,2
TRX002338,2024-08-13,14,0,2
TRX002339,2024-06-29,14,4.99,1
TRX002340,2024-05-10,7,0,3
TRX002341,2024-08-16,10,0,1
TRX002342,2024-10-11,15,0,2
TRX002343,2024-07-28,8,0,3
TRX002344,2024-07-04,16,0,2
TRX002345,2024-05-29,11,0,4
TRX002346,2024-09-23,12,0,2
TRX002347,2024-07-10,12,0,5
TRX002348,2024-10-03,7,0,1
TRX002349,2024-05-22,12,0,5
TRX002350,2024-10-27,10,0,4
TRX002351,2024-10-06,5,0,3
TRX002352,2024-05-18,11,4.99,3
TRX002353,2024-07-29,13,0,1
TRX002354,2024-07-25,16,2.99,3
TRX002355,2024-08-18,8,2.99,3
TRX002356,2024-10-14,7,0,2
TRX002357,2024-07-15,15,0,2
TRX002358,2024-08-22,7,0,2
TRX002359,2024-08-10,13,0,1
TRX002360,2024-10-15,8,2.99,2
TRX002361,2024-08-19,11,0,2
TRX002362,2024-05-04,11,0,3
TRX002363,2024-09-26,13,0,3
TRX002364,2024-07-27,12,0,2
TRX002365,2024-10-16,11,0,1
TRX002366,2024-08-06,15,0,3
TRX002367,2024-05-08,16,0,3
TRX002368,2024-09-28,8,2.99,2
TRX002369,2024-05-12,11,0,4
TRX002370,2024-07-11,11,2.99,2
TRX002371,2024-08-06,14,0,3
TRX002372,2024-05-02,11,0,1
TRX002373,2024-07-10,16,2.99,3
TRX002374,2024-06-23,10,0,1
TRX002375,2024-06-10,10,0,4
TRX002376,2024-07-09,14,0,2
TRX002377,2024-10-14,8,0,2
TRX002378,2024-07-19,9,0,4
TRX002379,2024-09-01,7,0,3
TRX002380,2024-07-22,13,0,2
TRX002381,2024-07-16,10,0,2
TRX002382,2024-09-30,13,0,1
TRX002383,2024-08-19,12,0,3
TRX002384,2024-06-18,17,0,2
TRX002385,2024-07-04,8,0,1
TRX002386,2024-05-27,10,0,4
TRX002387,2024-09-24,8,0,3
TRX002388,2024-08-17,14,2.99,2
TRX002389,2024-05-18,16,0,1
TRX002390,2024-05-29,13,0,1
TRX002391,2024-08-09,9,0,3
TRX002392,2024-08-20,7,0,3
TRX002393,2024-10-03,6,4.99,3
TRX002394,2024-06-10,13,0,3
TRX002395,2024-07-18,7,0,3
TRX002396,2024-10-09,13,4.99,1
TRX002397,2024-05-24,9,0,3
TRX002398,2024-07-10,12,2.99,2
TRX002399,2024-06-24,12,0,2
TRX002400,2024-06-21,17,0,4
TRX002401,2024-09-03,9,0,1
TRX002402,2024-07-31,9,0,3
TRX002403,2024-07-26,11,0,3
TRX002404,2024-06-05,14,2.99,2
TRX002405,2024-09-16,10,0,5
TRX002406,2024-09-22,13,2.99,3
TRX002407,2024-07-02,10,0,1
TRX002408,2024-08-16,13,0,2
TRX002409,2024-06-18,11,0,1
TRX002410,2024-05-24,11,0,3
TRX002411,2024-08-10,12,0,2
TRX002412,2024-10-02,13,0,2
TRX002413,2024-07-27,9,0,1
TRX002414,2024-05-31,8,0,3
TRX002415,2024-07-13,15,0,3
TRX002416,2024-07-25,11,0,4
TRX002417,2024-08-02,20,4.99,4
TRX002418,2024-07-23,12,0,2
TRX002419,2024-07-09,12,0,1
TRX002420,2024-07-30,8,0,3
TRX002421,2024-06-06,14,0,4
TRX002422,2024-06-09,13,0,4
TRX002423,2024-10-03,19,0,2
TRX002424,2024-05-07,8,0,3
TRX002425,2024-10-16,10,0,2
TRX002426,2024-08-19,14,0,2
TRX002427,2024-09-07,8,0,4
TRX002428,2024-08-18,13,0,4
TRX002429,2024-07-17,16,2.99,2
TRX002430,2024-06-15,13,0,5
TRX002431,2024-08-07,13,0,3
TRX002432,2024-09-11,9,2.99,1
TRX002433,2024-10-22,6,0,5
TRX002434,2024-05-23,12,0,4
TRX002435,2024-09-26,9,0,2
TRX002436,2024-07-03,9,2.99,1
TRX002437,2024-05-08,12,0,3
TRX002438,2024-10-11,12,0,1
TRX002439,2024-08-18,12,0,2
TRX002440,2024-10-10,9,0,5
TRX002441,2024-08-27,8,4.99,2
TRX002442,2024-06-25,12,0,1
TRX002443,2024-10-08,9,0,5
TRX002444,2024-07-05,15,0,3
TRX002445,2024-06-22,16,0,3
TRX002446,2024-06-05,9,0,1
TRX002447,2024-05-26,11,0,1
TRX002448,2024-05-22,9,0,4
TRX002449,2024-07-25,5,0,3
TRX002450,2024-09-24,10,2.99,4
TRX002451,2024-10-03,16,0,1
TRX002452,2024-07-21,13,2.99,4
TRX002453,2024-09-21,15,0,2
TRX002454,2024-09-08,12,2.99,4
TRX002455,2024-06-05,13,0,1
TRX002456,2024-06-10,13,0,3
TRX002457,2024-07-17,13,0,4
TRX002458,2024-10-19,9,2.99,4
TRX002459,2024-07-05,13,0,3
TRX002460,2024-10-16,8,2.99,2
TRX002461,2024-05-19,12,0,1
TRX002462,2024-05-25,9,0,3
TRX002463,2024-07-29,9,0,4
TRX002464,2024-06-08,18,0,4
TRX002465,2024-09-06,11,4.99,1
TRX002466,2024-10-08,16,0,3
TRX002467,2024-07-18,13,0,3
TRX002468,2024-08-09,12,0,1
TRX002469,2024-06-27,14,2.99,4
TRX002470,2024-07-09,12,0,2
TRX002471,2024-08-15,16,2.99,3
TRX002472,2024-07-10,11,0,4
TRX002473,2024-07-26,6,0,2
TRX002474,2024-10-09,7,0,2
TRX002475,2024-06-01,11,0,4
TRX002476,2024-09-06,13,0,2
TRX002477,2024-08-01,10,0,3
TRX002478,2024-07-11,8,2.99,3
TRX002479,2024-05-20,8,0,4
TRX002480,2024-08-07,14,0,2
TRX002481,2024-05-07,12,0,1
TRX002482,2024-05-17,8,4.99,2
TRX002483,2024-09-26,14,0,3
TRX002484,2024-05-14,15,0,6
TRX002485,2024-05-21,10,0,2
TRX002486,2024-10-10,12,2.99,1
TRX002487,2024-05-04,14,0,2
TRX002488,2024-10-28,14,0,2
TRX002489,2024-09-03,8,0,2
TRX002490,2024-10-01,8,0,1
TRX002491,2024-07-09,10,0,2
TRX002492,2024-08-20,11,0,1
TRX002493,2024-07-18,12,0,1
TRX002494,2024-07-14,13,0,3
TRX002495,2024-07-15,12,0,4
TRX002496,2024-07-10,9,0,1
TRX002497,2024-07-22,8,2.99,1
TRX002498,2024-07-24,16,2.99,2
TRX002499,2024-09-28,7,0,3
TRX002500,2024-09-05,11,4.99,6
TRX002501,2024-05-01,7,0,4
TRX002502,2024-07-21,9,2.99,3
TRX002503,2024-07-25,8,0,3
TRX002504,2024-06-06,17,0,3
TRX002505,2024-06-15,9,4.99,1
TRX002506,2024-05-27,11,0,1
TRX002507,2024-09-07,17,0,3
TRX002508,2024-05-05,7,0,1
TRX002509,2024-09-02,10,0,2
TRX002510,2024-08-25,9,0,3
TRX002511,2024-10-26,9,0,2
TRX002512,2024-08-04,13,0,5
TRX002513,2024-05-18,18,0,2
TRX002514,2024-08-19,15,0,5
TRX002515,2024-06-10,9,4.99,5
TRX002516,2024-09-26,11,0,3
TRX002517,2024-08-01,15,0,1
TRX002518,2024-09-21,10,0,2
TRX002519,2024-05-18,11,0,2
TRX002520,2024-07-22,15,0,5
TRX002521,2024-08-05,6,0,1
TRX002522,2024-07-28,12,0,2
TRX002523,2024-05-12,12,0,2
TRX002524,2024-05-09,13,0,1
TRX002525,2024-09-02,12,0,2
TRX002526,2024-07-28,11,0,3
TRX002527,2024-05-24,8,0,5
TRX002528,2024-07-23,9,0,4
TRX002529,2024-07-01,6,0,1
TRX002530,2024-05-19,12,0,4
TRX002531,2024-05-18,10,0,2
TRX002532,2024-08-08,8,0,2
TRX002533,2024-10-08,8,0,5
TRX002534,2024-08-17,11,2.99,4
TRX002535,2024-05-24,13,0,1
TRX002536,2024-08-08,17,0,3
TRX002537,2024-08-09,12,0,2
TRX002538,2024-05-10,13,0,5
TRX002539,2024-06-22,14,0,2
TRX002540,2024-06-08,14,4.99,3
TRX002541,2024-05-18,15,0,2
TRX002542,2024-09-06,12,0,1
TRX002543,2024-10-05,13,0,2
TRX002544,2024-06-19,13,0,5
TRX002545,2024-05-28,12,0,2
TRX002546,2024-09-27,11,2.99,2
TRX002547,2024-06-02,13,0,2
TRX002548,2024-10-01,14,0,2
TRX002549,2024-07-08,14,0,1
TRX002550,2024-06-12,16,2.99,2
TRX002551,2024-06-03,8,0,1
TRX002552,2024-08-31,16,2.99,1
TRX002553,2024-05-09,9,0,2
TRX002554,2024-06-06,15,0,2
TRX002555,2024-05-23,12,0,3
TRX002556,2024-09-04,5,0,1
TRX002557,2024-05-18,9,0,4
TRX002558,2024-06-21,10,0,2
TRX002559,2024-05-01,12,0,1
TRX002560,2024-07-06,9,0,4
TRX002561,2024-09-18,9,4.99,2
TRX002562,2024-06-01,13,0,3
TRX002563,2024-05-13,13,0,2
TRX002564,2024-08-28,12,0,2
TRX002565,2024-06-29,15,0,1
TRX002566,2024-06-23,14,2.99,4
TRX002567,2024-10-17,13,0,1
TRX002568,2024-05-11,12,0,4
TRX002569,2024-10-07,17,0,2
TRX002570,2024-08-16,14,0,2
TRX002571,2024-06-21,10,0,3
TRX002572,2024-10-19,11,0,2
TRX002573,2024-10-23,8,0,3
TRX002574,2024-07-29,15,0,2
TRX002575,2024-08-23,8,0,1
TRX002576,2024-08-22,10,0,4
TRX002577,2024-05-29,12,0,1
TRX002578,2024-05-17,13,0,4
TRX002579,2024-06-15,14,4.99,1
TRX002580,2024-10-02,11,0,2
TRX002581,2024-09-17,14,0,3
TRX002582,2024-08-14,12,0,1
TRX002583,2024-10-27,11,0,5
TRX002584,2024-08-05,12,0,4
TRX002585,2024-08-24,7,2.99,3
TRX002586,2024-05-02,12,0,2
TRX002587,2024-06-11,15,2.99,2
TRX002588,2024-06-25,11,0,2
TRX002589,2024-05-25,6,2.99,1
TRX002590,2024-06-14,16,0,2
TRX002591,2024-09-06,15,0,2
TRX002592,2024-07-01,16,0,4
TRX002593,2024-06-18,18,0,2
TRX002594,2024-05-26,7,0,4
TRX002595,2024-06-14,15,0,3
TRX002596,2024-09-12,15,0,1
TRX002597,2024-08-10,13,0,1
TRX002598,2024-08-08,15,0,3
TRX002599,2024-05-13,14,0,1
TRX002600,2024-07-01,11,0,5
TRX002601,2024-08-05,14,4.99,1
TRX002602,2024-09-14,9,2.99,1
TRX002603,2024-05-01,10,0,1
TRX002604,2024-05-02,10,0,4
TRX002605,2024-06-04,8,4.99,3
TRX002606,2024-06-26,12,0,2
TRX002607,2024-07-08,13,0,2
TRX002608,2024-10-05,11,0,2
TRX002609,2024-06-29,9,0,4
TRX002610,2024-07-05,11,0,2
TRX002611,2024-10-19,12,0,3
TRX002612,2024-09-18,20,0,3
TRX002613,2024-06-04,7,0,2
TRX002614,2024-06-13,8,0,4
TRX002615,2024-10-21,10,0,3
TRX002616,2024-05-05,15,0,7
TRX002617,2024-09-09,13,4.99,2
TRX002618,2024-07-25,7,0,1
TRX002619,2024-07-05,12,0,1
TRX002620,2024-05-03,16,0,3
TRX002621,2024-07-11,18,2.99,1
TRX002622,2024-08-29,11,0,3
TRX002623,2024-06-03,10,0,3
TRX002624,2024-08-11,14,0,3
TRX002625,2024-05-14,9,0,3
TRX002626,2024-09-19,14,0,3
TRX002627,2024-07-31,16,0,3
TRX002628,2024-06-18,14,2.99,5
TRX002629,2024-07-17,13,0,1
TRX002630,2024-10-05,20,0,4
TRX002631,2024-10-04,11,0,1
TRX002632,2024-08-11,6,0,2
TRX002633,2024-10-11,8,0,2
TRX002634,2024-10-17,10,0,3
TRX002635,2024-05-18,11,2.99,3
TRX002636,2024-08-31,10,0,1
TRX002637,2024-10-14,7,0,4
TRX002638,2024-07-29,10,0,1
TRX002639,2024-06-22,14,0,3
TRX002640,2024-07-05,11,2.99,5
TRX002641,2024-08-14,13,2.99,4
TRX002642,2024-09-02,13,0,4
TRX002643,2024-09-02,12,0,1
TRX002644,2024-08-13,7,4.99,1
TRX002645,2024-07-02,8,0,4
TRX002646,2024-05-15,13,0,1
TRX002647,2024-10-27,12,2.99,3
TRX002648,2024-08-13,9,0,1
TRX002649,2024-10-24,11,0,1
TRX002650,2024-06-10,8,0,2
TRX002651,2024-08-21,12,0,5
TRX002652,2024-07-19,14,0,2
TRX002653,2024-05-12,5,0,2
TRX002654,2024-08-09,13,0,2
TRX002655,2024-08-19,10,4.99,1
TRX002656,2024-06-10,8,0,1
TRX002657,2024-05-19,13,0,1
TRX002658,2024-06-17,14,2.99,3
TRX002659,2024-05-08,14,0,1
TRX002660,2024-08-04,14,0,3
TRX002661,2024-10-26,9,0,1
TRX002662,2024-08-19,14,0,3
TRX002663,2024-10-25,12,0,3
TRX002664,2024-06-14,10,0,3
TRX002665,2024-05-29,8,0,3
TRX002666,2024-08-19,12,2.99,1
TRX002667,2024-07-09,8,0,2
TRX002668,2024-07-04,12,2.99,5
TRX002669,2024-05-04,11,0,2
TRX002670,2024-05-05,12,2.99,4
TRX002671,2024-06-26,6,0,1
TRX002672,2024-05-18,15,0,4
TRX002673,2024-08-23,18,0,4
TRX002674,2024-06-10,17,0,3
TRX002675,2024-06-08,8,0,4
TRX002676,2024-05-31,12,0,1
TRX002677,2024-06-30,15,0,4
TRX002678,2024-06-06,15,0,1
TRX002679,2024-09-19,13,0,4
TRX002680,2024-08-01,9,0,3
TRX002681,2024-05-10,10,0,1
TRX002682,2024-09-17,13,0,2
TRX002683,2024-06-06,10,0,4
TRX002684,2024-07-05,13,0,3
TRX002685,2024-06-04,7,2.99,3
TRX002686,2024-05-05,13,0,4
TRX002687,2024-07-12,9,0,2
TRX002688,2024-10-17,11,2.99,1
TRX002689,2024-05-14,11,0,2
TRX002690,2024-08-28,13,0,2
TRX002691,2024-07-12,7,0,3
TRX002692,2024-09-04,6,0,3
TRX002693,2024-07-28,14,2.99,3
TRX002694,2024-06-28,9,0,2
TRX002695,2024-10-24,6,0,1
TRX002696,2024-10-27,17,0,2
TRX002697,2024-07-19,11,0,1
TRX002698,2024-10-13,7,0,3
TRX002699,2024-10-06,10,0,2
TRX002700,2024-08-21,15,0,6
TRX002701,2024-10-20,12,0,4
TRX002702,2024-10-21,10,0,3
TRX002703,2024-05-25,13,2.99,2
TRX002704,2024-07-22,10,2.99,2
TRX002705,2024-05-04,13,0,2
TRX002706,2024-10-16,14,2.99,5
TRX002707,2024-05-12,10,0,4
TRX002708,2024-07-05,13,0,6
TRX002709,2024-06-03,8,0,1
TRX002710,2024-10-13,8,0,1
TRX002711,2024-10-17,11,0,5
TRX002712,2024-10-19,11,2.99,3
TRX002713,2024-08-17,10,0,1
TRX002714,2024-09-24,10,0,3
TRX002715,2024-05-15,12,0,2
TRX002716,2024-10-21,13,0,2
TRX002717,2024-08-21,10,0,1
TRX002718,2024-07-26,5,0,5
TRX002719,2024-10-21,17,0,4
TRX002720,2024-10-15,8,0,5
TRX002721,2024-06-11,10,0,3
TRX002722,2024-07-16,8,0,2
TRX002723,2024-09-18,9,0,4
TRX002724,2024-05-27,12,0,3
TRX002725,2024-07-13,13,0,4
TRX002726,2024-08-04,15,0,3
TRX002727,2024-08-01,15,0,4
TRX002728,2024-06-07,6,0,2
TRX002729,2024-06-19,11,0,1
TRX002730,2024-09-05,11,0,4
TRX002731,2024-07-30,12,0,2
TRX002732,2024-07-29,12,0,1
TRX002733,2024-10-22,12,0,3
TRX002734,2024-09-14,13,4.99,1
TRX002735,2024-08-22,13,0,1
TRX002736,2024-10-25,6,0,4
TRX002737,2024-09-05,15,0,3
TRX002738,2024-05-01,11,0,3
TRX002739,2024-06-30,10,0,4
TRX002740,2024-07-16,7,0,3
TRX002741,2024-09-30,11,0,2
TRX002742,2024-07-04,14,0,2
TRX002743,2024-08-31,15,0,1
TRX002744,2024-08-03,7,0,4
TRX002745,2024-10-19,9,0,1
TRX002746,2024-05-04,10,0,4
TRX002747,2024-07-10,14,0,2
TRX002748,2024-05-15,12,0,1
TRX002749,2024-10-19,9,4.99,1
TRX002750,2024-09-12,8,0,3
TRX002751,2024-09-28,11,0,4
TRX002752,2024-10-16,8,2.99,2
TRX002753,2024-10-01,14,2.99,1
TRX002754,2024-06-29,10,0,1
TRX002755,2024-10-19,14,0,4
TRX002756,2024-08-22,14,0,5
TRX002757,2024-07-20,11,2.99,3
TRX002758,2024-10-06,12,0,2
TRX002759,2024-06-16,6,0,3
TRX002760,2024-06-16,5,2.99,3
TRX002761,2024-08-30,11,2.99,3
TRX002762,2024-09-13,12,0,4
TRX002763,2024-08-17,10,2.99,2
TRX002764,2024-07-23,10,0,5
TRX002765,2024-09-14,12,0,1
TRX002766,2024-09-02,6,0,2
TRX002767,2024-08-03,17,2.99,4
TRX002768,2024-05-31,7,0,3
TRX002769,2024-07-10,11,0,1
TRX002770,2024-09-19,10,0,2
TRX002771,2024-10-14,16,2.99,1
TRX002772,2024-09-21,12,0,4
TRX002773,2024-06-30,11,0,1
TRX002774,2024-10-04,8,0,1
TRX002775,2024-05-05,14,2.99,2
TRX002776,2024-05-03,10,0,1
TRX002777,2024-08-10,12,2.99,6
TRX002778,2024-10-21,12,0,3
TRX002779,2024-07-29,13,0,3
TRX002780,2024-09-27,9,0,4
TRX002781,2024-10-05,14,2.99,3
TRX002782,2024-07-11,15,2.99,6
TRX002783,2024-05-27,10,0,1
TRX002784,2024-08-03,11,2.99,5
TRX002785,2024-06-04,11,0,3
TRX002786,2024-07-19,16,0,1
TRX002787,2024-06-13,14,0,2
TRX002788,2024-06-06,13,0,1
TRX002789,2024-06-03,16,0,4
TRX002790,2024-10-11,18,0,4
TRX002791,2024-07-18,13,0,5
TRX002792,2024-07-03,12,0,6
TRX002793,2024-06-01,13,0,1
TRX002794,2024-06-08,14,0,2
TRX002795,2024-08-12,12,2.99,2
TRX002796,2024-08-21,10,0,2
TRX002797,2024-07-17,9,0,3
TRX002798,2024-05-25,10,0,2
TRX002799,2024-06-26,13,0,1
TRX002800,2024-10-19,15,0,1
TRX002801,2024-10-20,6,0,1
TRX002802,2024-05-10,14,4.99,2
TRX002803,2024-07-26,10,4.99,5
TRX002804,2024-07-26,14,0,3
TRX002805,2024-10-14,7,0,3
TRX002806,2024-08-17,8,0,2
TRX002807,2024-06-11,13,4.99,3
TRX002808,2024-07-11,12,0,1
TRX002809,2024-05-11,16,4.99,1
TRX002810,2024-08-23,8,2.99,1
TRX002811,2024-06-09,12,0,1
TRX002812,2024-10-19,13,0,2
TRX002813,2024-07-19,16,0,2
TRX002814,2024-10-01,13,2.99,2
TRX002815,2024-08-01,18,0,5
TRX002816,2024-08-22,12,2.99,2
TRX002817,2024-08-04,12,0,2
TRX002818,2024-10-21,14,0,6
TRX002819,2024-08-08,9,0,2
TRX002820,2024-09-18,13,0,2
TRX002821,2024-05-29,15,0,1
TRX002822,2024-06-29,10,0,2
TRX002823,2024-10-14,9,0,3
TRX002824,2024-08-17,14,0,3
TRX002825,2024-05-22,16,0,2
TRX002826,2024-07-20,5,0,2
TRX002827,2024-05-30,10,0,3
TRX002828,2024-07-18,15,0,2
TRX002829,2024-05-24,10,0,1
TRX002830,2024-08-30,11,0,2
TRX002831,2024-10-14,11,0,3
TRX002832,2024-08-25,15,4.99,6
TRX002833,2024-10-14,12,0,5
TRX002834,2024-09-19,12,0,2
TRX002835,2024-05-18,10,4.99,3
TRX002836,2024-09-13,13,2.99,3
TRX002837,2024-06-27,8,0,1
TRX002838,2024-08-17,10,2.99,3
TRX002839,2024-07-09,18,0,1
TRX002840,2024-10-15,13,0,3
TRX002841,2024-10-23,11,0,4
TRX002842,2024-09-12,12,0,3
TRX002843,2024-06-27,12,0,1
TRX002844,2024-09-06,12,4.99,2
TRX002845,2024-09-22,9,2.99,3
TRX002846,2024-07-08,8,0,1
TRX002847,2024-05-18,12,0,1
TRX002848,2024-10-10,13,0,2
TRX002849,2024-10-10,11,0,4
TRX002850,2024-05-14,7,0,4
TRX002851,2024-06-11,13,0,3
TRX002852,2024-06-24,9,0,2
TRX002853,2024-06-14,5,0,1
TRX002854,2024-05-26,10,0,1
TRX002855,2024-09-08,8,0,1
TRX002856,2024-07-24,12,0,5
TRX002857,2024-08-10,12,0,2
TRX002858,2024-05-26,7,2.99,4
TRX002859,2024-10-15,13,0,3
TRX002860,2024-09-12,14,0,1
TRX002861,2024-05-09,10,0,1
TRX002862,2024-05-27,12,0,3
TRX002863,2024-08-17,12,0,3
TRX002864,2024-06-23,9,0,3
TRX002865,2024-07-03,16,0,2
TRX002866,2024-06-23,7,0,3
TRX002867,2024-05-04,15,0,2
